plot_area,floors,total_area,city,quality,soil,cement_bags,steel_kg,bricks_count,total_cost_inr
8640,5,43200,pune,standard,rocky,17756,187934,894777,139840974
1674,5,8370,bangalore,premium,rocky,4764,45307,235522,38018906
5253,2,10506,surat,standard,red,4254,32189,207327,27447934
2901,4,11604,mumbai,standard,clay,5393,53511,241158,48768685
1030,3,3090,surat,economy,black,1161,12315,53007,7976817
5597,5,27985,delhi,luxury,black,21760,213141,969585,181280878
9189,1,9189,pune,standard,red,3266,31076,166247,26370202
8271,4,33084,lucknow,standard,sandy,13704,146127,687805,86625082
6534,4,26136,pune,luxury,rocky,16984,167481,824115,132769535
5847,4,23388,pune,premium,black,14590,138997,619720,100922515
3247,2,6494,mumbai,premium,sandy,3632,28767,166254,32811994
8534,1,8534,chennai,economy,sandy,2906,24994,146284,23103150
3444,5,17220,mumbai,premium,black,10838,102518,426881,96028604
1722,3,5166,lucknow,premium,clay,2807,30092,131183,19386417
8801,2,17602,lucknow,economy,sandy,5920,50738,298949,40729185
7168,3,21504,bangalore,luxury,red,14405,146553,668771,114318871
3019,2,6038,ahmedabad,standard,sandy,2500,20304,130070,17210554
7213,2,14426,bangalore,luxury,red,9562,73721,469613,77376745
6347,4,25388,mumbai,standard,clay,11916,109108,493627,103723677
5004,1,5004,surat,premium,clay,2758,23938,133725,18639411
2965,3,8895,lucknow,economy,black,3246,33996,146528,22941347
9857,2,19714,hyderabad,premium,rocky,11187,87983,483166,85283476
2980,1,2980,hyderabad,premium,red,1568,12429,75609,12519500
3881,1,3881,lucknow,luxury,red,2541,19200,128869,16683045
7815,2,15630,lucknow,economy,red,5489,42812,262560,34285470
5923,5,29615,delhi,luxury,black,21110,208552,915310,192768264
2874,3,8622,ahmedabad,luxury,black,6517,62795,256408,43399414
7341,3,22023,surat,luxury,rocky,14793,146666,704260,98526411
6461,1,6461,pune,standard,sandy,2582,21603,130554,19856940
6537,3,19611,ahmedabad,luxury,rocky,13647,133254,606302,94607919
6066,2,12132,pune,luxury,red,7900,64680,384795,56683110
8233,4,32932,chennai,premium,rocky,18681,183922,799872,140340430
9178,5,45890,bangalore,premium,sandy,24758,234323,1183763,198505059
2847,5,14235,kolkata,economy,sandy,5144,48107,238985,38669875
1899,4,7596,delhi,premium,black,4510,47018,197456,38313231
9149,3,27447,lucknow,luxury,red,16880,176280,865859,115021940
3073,4,12292,pune,standard,clay,4870,54134,251379,39233370
8960,5,44800,delhi,premium,red,24662,232966,1090499,200741957
9573,4,38292,ahmedabad,luxury,red,26222,234409,1168542,166172668
7504,1,7504,delhi,premium,red,3808,31180,202443,32022716
6518,5,32590,kolkata,premium,rocky,19653,191102,890632,125778752
4624,5,23120,surat,standard,sandy,9165,92876,460780,63910702
3933,2,7866,bangalore,economy,red,2821,20115,139244,22217129
8707,5,43535,bangalore,standard,black,18461,201914,867353,170128657
5473,5,27365,kolkata,economy,clay,9596,98838,471682,72984855
4379,2,8758,hyderabad,standard,clay,3870,30195,177615,30740435
8273,5,41365,chennai,luxury,rocky,27496,293406,1369245,209938403
5833,2,11666,hyderabad,standard,rocky,5229,40106,223857,38194430
649,1,649,pune,economy,rocky,243,1997,10583,1729104
584,5,2920,bangalore,economy,rocky,1076,10879,52967,8852894
5336,3,16008,hyderabad,economy,sandy,5672,54544,272528,43724647
4071,1,4071,bangalore,standard,red,1646,12466,87703,13268558
557,1,557,bangalore,standard,black,269,2102,11383,2077034
2275,4,9100,mumbai,standard,clay,4074,41582,175581,37112898
2802,4,11208,chennai,economy,sandy,3787,41038,186029,31044154
3060,1,3060,mumbai,premium,rocky,1684,13725,76688,15901165
7901,2,15802,lucknow,standard,rocky,7522,56153,315309,44053256
6335,3,19005,bangalore,luxury,black,14615,141066,625620,109583497
9067,1,9067,chennai,standard,clay,3673,32257,186037,30579040
1413,5,7065,pune,economy,black,2752,27742,128046,20668348
3070,2,6140,bangalore,economy,rocky,2167,17781,114593,18675215
7953,1,7953,mumbai,economy,rocky,2872,21941,133398,26596309
8746,3,26238,hyderabad,luxury,clay,18301,187516,805762,141179689
3247,1,3247,mumbai,premium,sandy,1784,13177,87784,16538014
2601,1,2601,lucknow,standard,black,1117,9845,51926,7772586
8526,3,25578,lucknow,premium,black,14255,151979,639451,98402069
5171,1,5171,surat,luxury,sandy,3819,29253,170099,22208060
9766,5,48830,pune,economy,black,19277,182949,883483,144751374
5762,2,11524,lucknow,premium,red,5614,48856,315498,38314951
883,5,4415,chennai,economy,red,1545,14780,80056,11541935
7267,4,29068,lucknow,economy,red,9805,94916,501033,64560924
5224,3,15672,delhi,luxury,black,12203,120058,489733,98310018
5454,1,5454,hyderabad,standard,sandy,2315,19159,107293,17443366
1267,2,2534,ahmedabad,standard,clay,1106,9004,48480,7756974
6075,3,18225,ahmedabad,luxury,black,12813,135557,591820,91580264
1732,1,1732,ahmedabad,standard,rocky,735,6041,35991,4975237
4903,4,19612,lucknow,luxury,black,15243,147149,626776,93187784
7682,1,7682,bangalore,economy,rocky,2802,22321,126121,22945760
9285,1,9285,hyderabad,standard,red,3493,28685,179569,29468515
1106,4,4424,mumbai,luxury,black,3542,33317,135201,29394651
4907,1,4907,bangalore,economy,black,1923,14959,83868,15979307
2651,4,10604,bangalore,economy,rocky,4243,40301,185001,32386732
5049,2,10098,lucknow,premium,rocky,5462,46372,270954,35637755
3836,2,7672,kolkata,premium,black,4505,36419,194635,34203604
9260,4,37040,bangalore,economy,rocky,13442,135641,621568,111046517
1263,4,5052,lucknow,economy,sandy,1786,18193,87007,11650876
9390,1,9390,lucknow,economy,clay,3548,28600,159239,22700034
8232,3,24696,mumbai,premium,clay,15284,140319,687946,129246886
6806,1,6806,ahmedabad,standard,clay,2968,24517,133522,20207633
7001,4,28004,mumbai,standard,clay,13120,120506,556790,116008442
9918,2,19836,pune,premium,clay,11656,90363,505364,81412251
594,1,594,chennai,economy,rocky,213,1665,10050,1621096
7214,2,14428,hyderabad,standard,clay,6379,50390,278955,48209514
8360,1,8360,chennai,luxury,clay,6028,46715,248776,43443916
5793,4,23172,pune,economy,clay,9112,86337,389943,64272428
1541,1,1541,pune,economy,rocky,588,4316,26308,3969812
8473,1,8473,kolkata,premium,clay,4636,40255,209848,35414333
5543,2,11086,pune,premium,clay,5980,52107,274371,48647715
9631,1,9631,surat,economy,black,3649,30838,170456,24267709
8349,4,33396,pune,premium,rocky,17389,184036,884932,135681729
6799,5,33995,pune,luxury,clay,25194,235683,1151781,170679820
4531,4,18124,chennai,premium,sandy,9492,101370,465909,75269613
9051,5,45255,kolkata,premium,rocky,26393,273591,1203704,185339132
7866,2,15732,ahmedabad,standard,black,7573,58216,324651,49072916
9823,3,29469,pune,premium,clay,15192,162777,774880,124284717
4874,5,24370,ahmedabad,premium,black,13399,141710,629864,97126107
822,5,4110,surat,luxury,black,2973,30856,135683,20607166
2720,4,10880,hyderabad,premium,clay,6263,63656,283921,47584857
8809,4,35236,delhi,premium,sandy,17894,196513,861541,165262108
2797,5,13985,kolkata,luxury,rocky,9104,93982,456058,69343957
5033,4,20132,pune,standard,sandy,8564,82598,409878,62745662
6621,4,26484,kolkata,premium,black,16785,160427,687324,112833184
9451,4,37804,hyderabad,standard,rocky,16408,169161,764340,121653157
1178,1,1178,surat,standard,rocky,514,4120,23405,3316642
7166,4,28664,pune,standard,sandy,12326,117886,562483,87600255
7381,3,22143,chennai,economy,red,6872,75699,384172,55596299
1749,3,5247,hyderabad,premium,red,2777,28114,138882,21238577
5192,3,15576,surat,luxury,sandy,11233,108798,488639,71135001
4146,3,12438,bangalore,luxury,black,10146,94566,363995,75227613
2476,4,9904,hyderabad,premium,black,5618,58283,254031,45853020
7698,5,38490,kolkata,premium,sandy,20975,215984,988551,159337894
8772,4,35088,hyderabad,premium,clay,20386,194373,878634,155719027
2535,4,10140,pune,economy,red,3410,33844,175750,25913619
9192,2,18384,surat,economy,sandy,6252,51918,311789,43163363
3848,2,7696,ahmedabad,standard,black,3454,29930,150859,24028823
3309,2,6618,lucknow,premium,sandy,4036,29297,181009,23052082
7298,4,29192,mumbai,standard,red,12055,121706,627924,106102219
6787,2,13574,ahmedabad,standard,red,5516,43481,266674,37011499
8816,5,44080,hyderabad,premium,red,21812,237108,1119218,179740397
6139,3,18417,pune,standard,red,6992,71408,366552,52648766
7798,5,38990,mumbai,standard,sandy,16437,165413,832764,152138062
2174,4,8696,delhi,luxury,sandy,5819,59800,271536,48194587
5971,3,17913,pune,luxury,black,13592,126658,570725,99764482
7151,2,14302,pune,economy,clay,5510,43172,238984,37829967
4336,5,21680,lucknow,premium,black,12568,132540,594525,82305447
6210,5,31050,kolkata,luxury,rocky,21277,226002,1024876,158002556
1208,1,1208,pune,premium,red,632,4800,32396,4550590
695,3,2085,bangalore,economy,black,834,8130,33060,6492511
5773,3,17319,delhi,luxury,rocky,12528,120709,556425,102982312
7088,2,14176,lucknow,luxury,rocky,9318,76018,449563,62470876
6761,2,13522,mumbai,premium,red,7200,57162,360187,65389285
2470,2,4940,pune,premium,clay,2911,22795,134655,20043979
9220,4,36880,bangalore,standard,red,14851,141115,728476,119868752
6623,5,33115,ahmedabad,luxury,black,24520,236738,1042780,165624267
5169,3,15507,pune,luxury,red,10050,96222,492063,73158140
4725,3,14175,lucknow,economy,clay,5114,52683,235881,34411932
8900,1,8900,bangalore,economy,red,3308,23889,149574,25301988
1492,1,1492,lucknow,standard,red,563,4644,27491,3757817
3629,3,10887,kolkata,premium,rocky,6489,63350,283853,44977914
8307,1,8307,lucknow,premium,red,4325,32810,221106,28241434
2014,1,2014,bangalore,luxury,rocky,1456,10704,67310,11231248
2578,1,2578,hyderabad,luxury,sandy,1887,14448,85967,13545101
6544,5,32720,ahmedabad,premium,rocky,19637,177767,847504,125480457
3920,5,19600,ahmedabad,premium,rocky,11079,111270,509295,73816436
4165,5,20825,pune,premium,sandy,11658,111217,529787,86417103
1759,3,5277,lucknow,premium,sandy,2664,29669,136243,18092676
4213,5,21065,delhi,premium,rocky,11624,110306,543545,100359691
6483,1,6483,chennai,premium,black,3921,30390,160165,29362665
3610,3,10830,chennai,standard,clay,4949,48877,225310,36527435
4319,4,17276,ahmedabad,luxury,clay,12051,127744,573345,81480730
5267,2,10534,ahmedabad,economy,sandy,3352,30017,184982,25305086
6087,4,24348,lucknow,standard,red,10310,98770,467779,62081065
5602,1,5602,kolkata,economy,sandy,2036,16056,90977,14191361
7667,3,23001,delhi,standard,red,9638,91666,456680,79983041
7592,2,15184,surat,standard,clay,6579,55502,331755,44366103
8002,4,32008,hyderabad,luxury,clay,24317,217645,994913,176996264
1593,1,1593,ahmedabad,standard,rocky,704,5711,32100,4547328
5759,1,5759,mumbai,standard,black,2883,21415,116642,25099538
4154,3,12462,chennai,standard,clay,5231,55759,247078,41321644
3167,2,6334,surat,luxury,clay,4462,35132,202179,28983543
3805,5,19025,ahmedabad,luxury,red,11932,121567,621089,82754765
9505,4,38020,delhi,premium,clay,22301,222415,1030868,183253593
6087,5,30435,mumbai,luxury,red,19622,198019,1008716,185685697
7128,5,35640,surat,premium,rocky,20155,200486,955052,131232483
3611,2,7222,surat,economy,sandy,2549,20576,124148,17139161
3986,4,15944,hyderabad,premium,clay,8869,91055,377105,70655794
8764,3,26292,hyderabad,economy,black,10029,100473,432666,80954769
935,2,1870,bangalore,luxury,sandy,1301,9483,59033,10474486
1506,5,7530,mumbai,luxury,red,4775,48072,239514,44016716
6607,3,19821,chennai,premium,red,10354,104871,495942,75882449
5198,5,25990,pune,premium,clay,14060,153293,732660,111088040
7877,1,7877,ahmedabad,standard,black,3275,29801,159130,25327891
2900,3,8700,kolkata,premium,rocky,5142,49682,239458,35771613
7283,2,14566,bangalore,standard,clay,6349,51906,283971,51466195
6118,5,30590,mumbai,premium,clay,16476,174229,767439,162304557
2157,4,8628,delhi,economy,black,3655,34238,135882,27982622
1097,1,1097,chennai,economy,red,386,3030,18195,2855132
3263,3,9789,kolkata,premium,black,5394,60702,254910,41662465
2530,2,5060,ahmedabad,standard,rocky,2208,16921,101695,15255013
8664,3,25992,ahmedabad,luxury,rocky,18781,183945,855014,124722050
6345,4,25380,delhi,standard,black,11715,113884,486178,97921317
4349,3,13047,delhi,standard,sandy,5457,57952,257928,47020897
6637,2,13274,chennai,premium,red,7185,56528,364658,51736128
8510,2,17020,kolkata,economy,sandy,6210,46000,280682,42113210
8795,3,26385,hyderabad,premium,red,12823,134268,698109,101052489
9218,5,46090,surat,standard,red,17041,177144,969177,120752647
2673,4,10692,pune,standard,sandy,4452,41089,202105,33452385
1029,4,4116,chennai,luxury,rocky,2869,28620,139324,21843693
2213,5,11065,mumbai,luxury,black,8400,77458,373651,76581905
9210,2,18420,mumbai,standard,red,6962,59410,356709,69241915
6190,3,18570,chennai,premium,black,11887,111112,450084,84905084
5979,3,17937,delhi,luxury,black,12847,127678,552866,113939734
5625,5,28125,mumbai,premium,black,18095,172833,751050,153432876
9528,1,9528,hyderabad,economy,sandy,3256,27453,166614,26885591
1304,4,5216,bangalore,economy,rocky,1769,18728,91044,15452055
7928,2,15856,chennai,economy,rocky,5982,45775,262572,43645662
9972,3,29916,lucknow,luxury,black,21471,227522,977579,141732448
7631,1,7631,lucknow,standard,rocky,3393,27409,161871,21174732
9151,1,9151,delhi,economy,clay,3346,28503,155318,29218266
6591,1,6591,kolkata,standard,sandy,2824,23420,127894,19895463
5494,1,5494,lucknow,luxury,clay,3423,31439,183144,23857328
8287,3,24861,chennai,premium,rocky,14875,133986,656367,107288565
9249,2,18498,surat,economy,clay,6315,55959,324116,45183888
7187,3,21561,ahmedabad,luxury,red,14237,139275,678465,92608150
6531,4,26124,kolkata,standard,red,9147,107232,526752,77238043
2700,5,13500,lucknow,luxury,sandy,9336,87094,430943,57547400
7418,3,22254,chennai,standard,sandy,9203,91640,446103,72381020
3899,4,15596,bangalore,standard,rocky,6154,69256,320185,56559935
2761,2,5522,delhi,economy,red,1837,14187,98320,16005575
5659,4,22636,delhi,luxury,clay,13726,169254,710480,142228455
7667,1,7667,delhi,standard,black,3441,28619,162859,31077652
6274,4,25096,ahmedabad,luxury,red,14958,164237,827195,105698773
9701,5,48505,bangalore,economy,red,18714,160218,772491,139195321
3861,4,15444,lucknow,premium,red,8049,80462,385946,52524090
2788,4,11152,surat,luxury,red,7111,71709,365129,45833677
3811,3,11433,pune,standard,clay,5023,52513,230004,37866610
5893,2,11786,lucknow,economy,clay,4442,36607,215299,28531180
6621,5,33105,ahmedabad,premium,clay,19537,190968,827942,129194738
1725,4,6900,delhi,standard,black,3175,33413,133495,26864195
6856,5,34280,pune,luxury,sandy,23733,227449,1210031,169328739
7188,4,28752,lucknow,luxury,rocky,20334,202120,963352,124696986
8709,2,17418,lucknow,economy,clay,6411,54731,296569,42151961
5902,1,5902,ahmedabad,premium,red,3010,24549,160477,20980060
3161,3,9483,lucknow,luxury,black,7011,68957,268111,43649230
6751,4,27004,kolkata,luxury,black,20237,202055,753670,142103581
936,2,1872,bangalore,luxury,black,1374,10590,58561,11433468
961,5,4805,chennai,standard,black,2110,22964,97618,16266259
5637,1,5637,mumbai,luxury,black,4043,33081,182299,38463673
4264,4,17056,mumbai,economy,sandy,6921,61928,282646,57113629
3043,4,12172,chennai,standard,sandy,5168,50013,244004,37393821
2622,5,13110,chennai,standard,black,6058,63773,260240,45628179
8003,1,8003,lucknow,economy,clay,3013,24227,129574,19228979
9623,2,19246,pune,premium,rocky,11026,86285,508942,78509529
5708,3,17124,lucknow,standard,clay,7033,72501,326775,47772569
821,4,3284,surat,luxury,black,2288,24035,105883,15303489
4377,1,4377,mumbai,economy,red,1481,11429,71999,14389698
1193,4,4772,hyderabad,luxury,clay,3302,33530,158342,26313129
6468,1,6468,pune,premium,clay,3523,30422,169632,27239985
3009,5,15045,mumbai,premium,red,8377,74862,402562,73646139
4503,2,9006,ahmedabad,premium,clay,5018,42945,239592,35568023
6012,5,30060,bangalore,standard,clay,14082,129186,604202,106303367
1517,3,4551,chennai,luxury,clay,3249,31227,140909,23860920
8954,5,44770,hyderabad,standard,sandy,18759,185642,838860,148775150
